m,TagName,
"2012-10-01 00:00:00","ruby","2246"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","302"
"2012-11-01 00:00:00","c","3175"
"2012-11-01 00:00:00","c#","12168"
"2012-11-01 00:00:00","c++","6238"
"2012-11-01 00:00:00","delphi","440"
"2012-11-01 00:00:00","go","102"
"2012-11-01 00:00:00","java","13500"
"2012-11-01 00:00:00","javascript","12261"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11667"
"2012-11-01 00:00:00","python","6368"
"2012-11-01 00:00:00","r","1341"
"2012-11-01 00:00:00","ruby","2122"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","259"
"2012-12-01 00:00:00","c","2553"
"2012-12-01 00:00:00","c#","10878"
"2012-12-01 00:00:00","c++","5651"
"2012-12-01 00:00:00","delphi","425"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12324"
"2012-12-01 00:00:00","javascript","11664"
"2012-12-01 00:00:00","perl","550"
"2012-12-01 00:00:00","php","10944"
"2012-12-01 00:00:00","python","5719"
"2012-12-01 00:00:00","r","1204"
"2012-12-01 00:00:00","ruby","1900"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","290"
"2013-01-01 00:00:00","c","2890"
"2013-01-01 00:00:00","c#","12682"
"2013-01-01 00:00:00","c++","6004"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","100"
"2013-01-01 00:00:00","java","13613"
"2013-01-01 00:00:00","javascript","13705"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12770"
"2013-01-01 00:00:00","python","6520"
"2013-01-01 00:00:00","r","1503"
"2013-01-01 00:00:00","ruby","2292"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3081"
"2013-02-01 00:00:00","c#","12423"
"2013-02-01 00:00:00","c++","6028"
"2013-02-01 00:00:00","delphi","443"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13592"
"2013-02-01 00:00:00","javascript","13551"
"2013-02-01 00:00:00","perl","744"
"2013-02-01 00:00:00","php","12429"
"2013-02-01 00:00:00","python","6692"
"2013-02-01 00:00:00","r","1652"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","366"
"2013-03-01 00:00:00","c","3409"
"2013-03-01 00:00:00","c#","14163"
"2013-03-01 00:00:00","c++","7140"
"2013-03-01 00:00:00","delphi","519"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15796"
"2013-03-01 00:00:00","javascript","15191"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","13981"
"2013-03-01 00:00:00","python","7572"
"2013-03-01 00:00:00","r","1834"
"2013-03-01 00:00:00","ruby","2548"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","328"
"2013-04-01 00:00:00","c","3508"
"2013-04-01 00:00:00","c#","13787"
"2013-04-01 00:00:00","c++","7067"
"2013-04-01 00:00:00","delphi","504"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16078"
"2013-04-01 00:00:00","javascript","15208"
"2013-04-01 00:00:00","perl","836"
"2013-04-01 00:00:00","php","13270"
"2013-04-01 00:00:00","python","7875"
"2013-04-01 00:00:00","r","1826"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","299"
"2013-05-01 00:00:00","c","3170"
"2013-05-01 00:00:00","c#","13338"
"2013-05-01 00:00:00","c++","6774"
"2013-05-01 00:00:00","delphi","524"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15107"
"2013-05-01 00:00:00","javascript","14936"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12937"
"2013-05-01 00:00:00","python","7760"
"2013-05-01 00:00:00","r","1768"
"2013-05-01 00:00:00","ruby","2331"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","291"
"2013-06-01 00:00:00","c","2919"
"2013-06-01 00:00:00","c#","12658"
"2013-06-01 00:00:00","c++","6154"
"2013-06-01 00:00:00","delphi","472"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13784"
"2013-06-01 00:00:00","javascript","14468"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12584"
"2013-06-01 00:00:00","python","7544"
"2013-06-01 00:00:00","r","1755"
"2013-06-01 00:00:00","ruby","2210"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","294"
"2013-07-01 00:00:00","c","2981"
"2013-07-01 00:00:00","c#","14026"
"2013-07-01 00:00:00","c++","6532"
"2013-07-01 00:00:00","delphi","500"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15000"
"2013-07-01 00:00:00","javascript","16669"
"2013-07-01 00:00:00","perl","949"
"2013-07-01 00:00:00","php","14149"
"2013-07-01 00:00:00","python","8552"
"2013-07-01 00:00:00","r","1952"
"2013-07-01 00:00:00","ruby","2427"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2988"
"2013-08-01 00:00:00","c#","13726"
"2013-08-01 00:00:00","c++","6201"
"2013-08-01 00:00:00","delphi","446"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14888"
"2013-08-01 00:00:00","javascript","16694"
"2013-08-01 00:00:00","perl","830"
"2013-08-01 00:00:00","php","14153"
"2013-08-01 00:00:00","python","7889"
"2013-08-01 00:00:00","r","1905"
"2013-08-01 00:00:00","ruby","2469"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","287"
"2013-09-01 00:00:00","c","3359"
"2013-09-01 00:00:00","c#","13616"
"2013-09-01 00:00:00","c++","6473"
"2013-09-01 00:00:00","delphi","484"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16070"
"2013-09-01 00:00:00","javascript","17524"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14062"
"2013-09-01 00:00:00","python","7894"
"2013-09-01 00:00:00","r","1697"
"2013-09-01 00:00:00","ruby","2376"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","374"
"2013-10-01 00:00:00","c","4208"
"2013-10-01 00:00:00","c#","15051"
"2013-10-01 00:00:00","c++","7892"
"2013-10-01 00:00:00","delphi","516"
"2013-10-01 00:00:00","go","210"
"2013-10-01 00:00:00","java","18510"
"2013-10-01 00:00:00","javascript","19542"
"2013-10-01 00:00:00","perl","808"
"2013-10-01 00:00:00","php","15124"
"2013-10-01 00:00:00","python","9410"
"2013-10-01 00:00:00","r","2070"
"2013-10-01 00:00:00","ruby","2780"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","415"
"2013-11-01 00:00:00","c","4244"
"2013-11-01 00:00:00","c#","14447"
"2013-11-01 00:00:00","c++","8042"
"2013-11-01 00:00:00","delphi","454"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18510"
"2013-11-01 00:00:00","javascript","18302"
"2013-11-01 00:00:00","perl","812"
"2013-11-01 00:00:00","php","14639"
"2013-11-01 00:00:00","python","9417"
"2013-11-01 00:00:00","r","2166"
"2013-11-01 00:00:00","ruby","2566"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","351"
"2013-12-01 00:00:00","c","3477"
"2013-12-01 00:00:00","c#","13492"
"2013-12-01 00:00:00","c++","6938"
"2013-12-01 00:00:00","delphi","443"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17256"
"2013-12-01 00:00:00","javascript","17860"
"2013-12-01 00:00:00","perl","758"
"2013-12-01 00:00:00","php","14210"
"2013-12-01 00:00:00","python","8363"
"2013-12-01 00:00:00","r","1900"
"2013-12-01 00:00:00","ruby","2425"
"2013-12-01 00:00:00","swift","10"
"2014-01-01 00:00:00","assembly","335"
"2014-01-01 00:00:00","c","3696"
"2014-01-01 00:00:00","c#","15190"
"2014-01-01 00:00:00","c++","7603"
"2014-01-01 00:00:00","delphi","479"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18483"
"2014-01-01 00:00:00","javascript","20907"
"2014-01-01 00:00:00","perl","804"
"2014-01-01 00:00:00","php","16553"
"2014-01-01 00:00:00","python","9766"
"2014-01-01 00:00:00","r","2328"
"2014-01-01 00:00:00","ruby","2744"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","c","3941"
"2014-02-01 00:00:00","c#","14988"
"2014-02-01 00:00:00","c++","7581"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19018"
"2014-02-01 00:00:00","javascript","20936"
"2014-02-01 00:00:00","perl","786"
"2014-02-01 00:00:00","php","16280"
"2014-02-01 00:00:00","python","9812"
"2014-02-01 00:00:00","r","2603"
"2014-02-01 00:00:00","ruby","2583"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","446"
"2014-03-01 00:00:00","c","4521"
"2014-03-01 00:00:00","c#","16011"
"2014-03-01 00:00:00","c++","8581"
"2014-03-01 00:00:00","delphi","439"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21696"
"2014-03-01 00:00:00","javascript","22446"
"2014-03-01 00:00:00","perl","903"
"2014-03-01 00:00:00","php","18072"
"2014-03-01 00:00:00","python","11326"
"2014-03-01 00:00:00","r","2781"
"2014-03-01 00:00:00","ruby","2933"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","358"
"2014-04-01 00:00:00","c","3963"
"2014-04-01 00:00:00","c#","15137"
"2014-04-01 00:00:00","c++","8048"
"2014-04-01 00:00:00","delphi","384"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20587"
"2014-04-01 00:00:00","javascript","21213"
"2014-04-01 00:00:00","perl","819"
"2014-04-01 00:00:00","php","17390"
"2014-04-01 00:00:00","python","10651"
"2014-04-01 00:00:00","r","2708"
"2014-04-01 00:00:00","ruby","2734"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","325"
"2014-05-01 00:00:00","c","3218"
"2014-05-01 00:00:00","c#","13735"
"2014-05-01 00:00:00","c++","6688"
"2014-05-01 00:00:00","delphi","467"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17699"
"2014-05-01 00:00:00","javascript","19529"
"2014-05-01 00:00:00","perl","792"
"2014-05-01 00:00:00","php","14500"
"2014-05-01 00:00:00","python","9132"
"2014-05-01 00:00:00","r","2562"
"2014-05-01 00:00:00","ruby","2659"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","262"
"2014-06-01 00:00:00","c","2741"
"2014-06-01 00:00:00","c#","12327"
"2014-06-01 00:00:00","c++","5581"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15686"
"2014-06-01 00:00:00","javascript","18053"
"2014-06-01 00:00:00","perl","674"
"2014-06-01 00:00:00","php","12772"
"2014-06-01 00:00:00","python","8805"
"2014-06-01 00:00:00","r","2377"
"2014-06-01 00:00:00","ruby","2321"
"2014-06-01 00:00:00","swift","2380"
"2014-07-01 00:00:00","assembly","212"
"2014-07-01 00:00:00","c","2804"
"2014-07-01 00:00:00","c#","13492"
"2014-07-01 00:00:00","c++","6182"
"2014-07-01 00:00:00","delphi","441"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17153"
"2014-07-01 00:00:00","javascript","19872"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14052"
"2014-07-01 00:00:00","python","9821"
"2014-07-01 00:00:00","r","2611"
"2014-07-01 00:00:00","ruby","2545"
"2014-07-01 00:00:00","swift","1627"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2659"
"2014-08-01 00:00:00","c#","12347"
"2014-08-01 00:00:00","c++","5812"
"2014-08-01 00:00:00","delphi","419"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15535"
"2014-08-01 00:00:00","javascript","18236"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13015"
"2014-08-01 00:00:00","python","9037"
"2014-08-01 00:00:00","r","2445"
"2014-08-01 00:00:00","ruby","2450"
"2014-08-01 00:00:00","swift","1682"
"2014-09-01 00:00:00","assembly","272"
"2014-09-01 00:00:00","c","3207"
"2014-09-01 00:00:00","c#","12204"
"2014-09-01 00:00:00","c++","6123"
"2014-09-01 00:00:00","delphi","441"
"2014-09-01 00:00:00","go","389"
"2014-09-01 00:00:00","java","16483"
"2014-09-01 00:00:00","javascript","17943"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13180"
"2014-09-01 00:00:00","python","8692"
"2014-09-01 00:00:00","r","2348"
"2014-09-01 00:00:00","ruby","2259"
"2014-09-01 00:00:00","swift","1887"
"2014-10-01 00:00:00","assembly","383"
"2014-10-01 00:00:00","c","3768"
"2014-10-01 00:00:00","c#","12429"
"2014-10-01 00:00:00","c++","6755"
"2014-10-01 00:00:00","delphi","406"
"2014-10-01 00:00:00","go","378"
"2014-10-01 00:00:00","java","17694"
"2014-10-01 00:00:00","javascript","18760"
"2014-10-01 00:00:00","perl","637"
"2014-10-01 00:00:00","php","13388"
"2014-10-01 00:00:00","python","9509"
"2014-10-01 00:00:00","r","2752"
"2014-10-01 00:00:00","ruby","2333"
"2014-10-01 00:00:00","swift","2448"
"2014-11-01 00:00:00","assembly","373"
"2014-11-01 00:00:00","c","3629"
"2014-11-01 00:00:00","c#","11749"
"2014-11-01 00:00:00","c++","6492"
"2014-11-01 00:00:00","delphi","422"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17649"
"2014-11-01 00:00:00","javascript","17824"
"2014-11-01 00:00:00","perl","655"
"2014-11-01 00:00:00","php","12872"
"2014-11-01 00:00:00","python","9507"
"2014-11-01 00:00:00","r","2687"
"2014-11-01 00:00:00","ruby","2105"
"2014-11-01 00:00:00","swift","2540"
"2014-12-01 00:00:00","assembly","316"
"2014-12-01 00:00:00","c","3135"
"2014-12-01 00:00:00","c#","10979"
"2014-12-01 00:00:00","c++","6019"
"2014-12-01 00:00:00","delphi","311"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16200"
"2014-12-01 00:00:00","javascript","16848"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12167"
"2014-12-01 00:00:00","python","8985"
"2014-12-01 00:00:00","r","2343"
"2014-12-01 00:00:00","ruby","2137"
"2014-12-01 00:00:00","swift","2469"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3194"
"2015-01-01 00:00:00","c#","11650"
"2015-01-01 00:00:00","c++","6081"
"2015-01-01 00:00:00","delphi","375"
"2015-01-01 00:00:00","go","467"
"2015-01-01 00:00:00","java","16390"
"2015-01-01 00:00:00","javascript","18392"
"2015-01-01 00:00:00","perl","587"
"2015-01-01 00:00:00","php","13447"
"2015-01-01 00:00:00","python","9614"
"2015-01-01 00:00:00","r","2663"
"2015-01-01 00:00:00","ruby","2409"
"2015-01-01 00:00:00","swift","3033"
"2015-02-01 00:00:00","assembly","353"
"2015-02-01 00:00:00","c","3349"
"2015-02-01 00:00:00","c#","11718"
"2015-02-01 00:00:00","c++","6422"
"2015-02-01 00:00:00","delphi","408"
"2015-02-01 00:00:00","go","379"
"2015-02-01 00:00:00","java","16605"
"2015-02-01 00:00:00","javascript","18519"
"2015-02-01 00:00:00","perl","559"
"2015-02-01 00:00:00","php","13375"
"2015-02-01 00:00:00","python","10135"
"2015-02-01 00:00:00","r","2946"
"2015-02-01 00:00:00","ruby","2251"
"2015-02-01 00:00:00","swift","3220"
"2015-03-01 00:00:00","assembly","377"
"2015-03-01 00:00:00","c","3898"
"2015-03-01 00:00:00","c#","13168"
"2015-03-01 00:00:00","c++","7333"
"2015-03-01 00:00:00","delphi","402"
"2015-03-01 00:00:00","go","467"
"2015-03-01 00:00:00","java","19591"
"2015-03-01 00:00:00","javascript","20367"
"2015-03-01 00:00:00","perl","627"
"2015-03-01 00:00:00","php","14772"
"2015-03-01 00:00:00","python","11506"
"2015-03-01 00:00:00","r","3543"
"2015-03-01 00:00:00","ruby","2451"
"2015-03-01 00:00:00","swift","3576"
"2015-04-01 00:00:00","assembly","431"
"2015-04-01 00:00:00","c","3931"
"2015-04-01 00:00:00","c#","12983"
"2015-04-01 00:00:00","c++","7086"
"2015-04-01 00:00:00","delphi","383"
"2015-04-01 00:00:00","go","385"
"2015-04-01 00:00:00","java","19642"
"2015-04-01 00:00:00","javascript","20763"
"2015-04-01 00:00:00","perl","573"
"2015-04-01 00:00:00","php","14797"
"2015-04-01 00:00:00","python","11346"
"2015-04-01 00:00:00","r","3298"
"2015-04-01 00:00:00","ruby","2491"
"2015-04-01 00:00:00","swift","3994"
"2015-05-01 00:00:00","assembly","365"
"2015-05-01 00:00:00","c","3505"
"2015-05-01 00:00:00","c#","13255"
"2015-05-01 00:00:00","c++","6765"
"2015-05-01 00:00:00","delphi","398"
"2015-05-01 00:00:00","go","395"
"2015-05-01 00:00:00","java","18372"
"2015-05-01 00:00:00","javascript","21994"
"2015-05-01 00:00:00","perl","524"
"2015-05-01 00:00:00","php","14420"
"2015-05-01 00:00:00","python","11143"
"2015-05-01 00:00:00","r","3402"
"2015-05-01 00:00:00","ruby","2497"
"2015-05-01 00:00:00","swift","3776"
"2015-06-01 00:00:00","assembly","263"
"2015-06-01 00:00:00","c","3145"
"2015-06-01 00:00:00","c#","13421"
"2015-06-01 00:00:00","c++","6458"
"2015-06-01 00:00:00","delphi","384"
"2015-06-01 00:00:00","go","420"
"2015-06-01 00:00:00","java","17673"
"2015-06-01 00:00:00","javascript","22420"
"2015-06-01 00:00:00","perl","567"
"2015-06-01 00:00:00","php","14185"
"2015-06-01 00:00:00","python","11690"
"2015-06-01 00:00:00","r","3396"
"2015-06-01 00:00:00","ruby","2565"
"2015-06-01 00:00:00","swift","4303"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2798"
"2015-07-01 00:00:00","c#","14024"
"2015-07-01 00:00:00","c++","6657"
"2015-07-01 00:00:00","delphi","384"
"2015-07-01 00:00:00","go","464"
"2015-07-01 00:00:00","java","18539"
"2015-07-01 00:00:00","javascript","23805"
"2015-07-01 00:00:00","perl","577"
"2015-07-01 00:00:00","php","15219"
"2015-07-01 00:00:00","python","12236"
"2015-07-01 00:00:00","r","3960"
"2015-07-01 00:00:00","ruby","2577"
"2015-07-01 00:00:00","swift","5127"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","c","2564"
"2015-08-01 00:00:00","c#","13148"
"2015-08-01 00:00:00","c++","5841"
"2015-08-01 00:00:00","delphi","382"
"2015-08-01 00:00:00","go","445"
"2015-08-01 00:00:00","java","16955"
"2015-08-01 00:00:00","javascript","22011"
"2015-08-01 00:00:00","perl","551"
"2015-08-01 00:00:00","php","14101"
"2015-08-01 00:00:00","python","11157"
"2015-08-01 00:00:00","r","3475"
"2015-08-01 00:00:00","ruby","2305"
"2015-08-01 00:00:00","swift","5066"
"2015-09-01 00:00:00","assembly","254"
"2015-09-01 00:00:00","c","3073"
"2015-09-01 00:00:00","c#","12852"
"2015-09-01 00:00:00","c++","5880"
"2015-09-01 00:00:00","delphi","355"
"2015-09-01 00:00:00","go","415"
"2015-09-01 00:00:00","java","16803"
"2015-09-01 00:00:00","javascript","21263"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13374"
"2015-09-01 00:00:00","python","10900"
"2015-09-01 00:00:00","r","3311"
"2015-09-01 00:00:00","ruby","2152"
"2015-09-01 00:00:00","swift","4526"
"2015-10-01 00:00:00","assembly","426"
"2015-10-01 00:00:00","c","3659"
"2015-10-01 00:00:00","c#","12711"
"2015-10-01 00:00:00","c++","7000"
"2015-10-01 00:00:00","delphi","420"
"2015-10-01 00:00:00","go","421"
"2015-10-01 00:00:00","java","18365"
"2015-10-01 00:00:00","javascript","21667"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13776"
"2015-10-01 00:00:00","python","12407"
"2015-10-01 00:00:00","r","3645"
"2015-10-01 00:00:00","ruby","2185"
"2015-10-01 00:00:00","swift","4277"
"2015-11-01 00:00:00","assembly","398"
"2015-11-01 00:00:00","c","3591"
"2015-11-01 00:00:00","c#","12305"
"2015-11-01 00:00:00","c++","7045"
"2015-11-01 00:00:00","delphi","386"
"2015-11-01 00:00:00","go","431"
"2015-11-01 00:00:00","java","17642"
"2015-11-01 00:00:00","javascript","21120"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13164"
"2015-11-01 00:00:00","python","12208"
"2015-11-01 00:00:00","r","3511"
"2015-11-01 00:00:00","ruby","1952"
"2015-11-01 00:00:00","swift","4303"
"2015-12-01 00:00:00","assembly","350"
"2015-12-01 00:00:00","c","3076"
"2015-12-01 00:00:00","c#","12059"
"2015-12-01 00:00:00","c++","6518"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","415"
"2015-12-01 00:00:00","java","16409"
"2015-12-01 00:00:00","javascript","20938"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13570"
"2015-12-01 00:00:00","python","11578"
"2015-12-01 00:00:00","r","3163"
"2015-12-01 00:00:00","ruby","2022"
"2015-12-01 00:00:00","swift","4355"
"2016-01-01 00:00:00","assembly","245"
"2016-01-01 00:00:00","c","3026"
"2016-01-01 00:00:00","c#","12294"
"2016-01-01 00:00:00","c++","6067"
"2016-01-01 00:00:00","delphi","317"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16503"
"2016-01-01 00:00:00","javascript","22384"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14390"
"2016-01-01 00:00:00","python","12275"
"2016-01-01 00:00:00","r","3515"
"2016-01-01 00:00:00","ruby","2138"
"2016-01-01 00:00:00","swift","4761"
"2016-02-01 00:00:00","assembly","342"
"2016-02-01 00:00:00","c","3255"
"2016-02-01 00:00:00","c#","12658"
"2016-02-01 00:00:00","c++","6519"
"2016-02-01 00:00:00","delphi","354"
"2016-02-01 00:00:00","go","539"
"2016-02-01 00:00:00","java","17714"
"2016-02-01 00:00:00","javascript","22326"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14728"
"2016-02-01 00:00:00","python","13182"
"2016-02-01 00:00:00","r","3567"
"2016-02-01 00:00:00","ruby","2244"
"2016-02-01 00:00:00","swift","4728"
"2016-03-01 00:00:00","assembly","429"
"2016-03-01 00:00:00","c","3420"
"2016-03-01 00:00:00","c#","13524"
"2016-03-01 00:00:00","c++","6973"
"2016-03-01 00:00:00","delphi","337"
"2016-03-01 00:00:00","go","592"
"2016-03-01 00:00:00","java","19713"
"2016-03-01 00:00:00","javascript","23930"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","14972"
"2016-03-01 00:00:00","python","13990"
"2016-03-01 00:00:00","r","4028"
"2016-03-01 00:00:00","ruby","2252"
"2016-03-01 00:00:00","swift","5049"
"2016-04-01 00:00:00","assembly","407"
"2016-04-01 00:00:00","c","3340"
"2016-04-01 00:00:00","c#","13635"
"2016-04-01 00:00:00","c++","6853"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","599"
"2016-04-01 00:00:00","java","19335"
"2016-04-01 00:00:00","javascript","23297"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14317"
"2016-04-01 00:00:00","python","13558"
"2016-04-01 00:00:00","r","4097"
"2016-04-01 00:00:00","ruby","2211"
"2016-04-01 00:00:00","swift","4731"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","c","2707"
"2016-05-01 00:00:00","c#","13417"
"2016-05-01 00:00:00","c++","6105"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","577"
"2016-05-01 00:00:00","java","16904"
"2016-05-01 00:00:00","javascript","22853"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14315"
"2016-05-01 00:00:00","python","13041"
"2016-05-01 00:00:00","r","3783"
"2016-05-01 00:00:00","ruby","2127"
"2016-05-01 00:00:00","swift","4393"
"2016-06-01 00:00:00","assembly","288"
"2016-06-01 00:00:00","c","2289"
"2016-06-01 00:00:00","c#","12996"
"2016-06-01 00:00:00","c++","5686"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","546"
"2016-06-01 00:00:00","java","15840"
"2016-06-01 00:00:00","javascript","22031"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13514"
"2016-06-01 00:00:00","python","12843"
"2016-06-01 00:00:00","r","3845"
"2016-06-01 00:00:00","ruby","2100"
"2016-06-01 00:00:00","swift","4777"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2338"
"2016-07-01 00:00:00","c#","11939"
"2016-07-01 00:00:00","c++","5438"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14869"
"2016-07-01 00:00:00","javascript","22081"
"2016-07-01 00:00:00","perl","412"
"2016-07-01 00:00:00","php","12820"
"2016-07-01 00:00:00","python","12770"
"2016-07-01 00:00:00","r","3737"
"2016-07-01 00:00:00","ruby","1894"
"2016-07-01 00:00:00","swift","4910"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2198"
"2016-08-01 00:00:00","c#","12672"
"2016-08-01 00:00:00","c++","4997"
"2016-08-01 00:00:00","delphi","337"
"2016-08-01 00:00:00","go","565"
"2016-08-01 00:00:00","java","15131"
"2016-08-01 00:00:00","javascript","22559"
"2016-08-01 00:00:00","perl","457"
"2016-08-01 00:00:00","php","12815"
"2016-08-01 00:00:00","python","12869"
"2016-08-01 00:00:00","r","3778"
"2016-08-01 00:00:00","ruby","1872"
"2016-08-01 00:00:00","swift","4884"
"2016-09-01 00:00:00","assembly","334"
"2016-09-01 00:00:00","c","2497"
"2016-09-01 00:00:00","c#","11052"
"2016-09-01 00:00:00","c++","5116"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14586"
"2016-09-01 00:00:00","javascript","20329"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12026"
"2016-09-01 00:00:00","python","12287"
"2016-09-01 00:00:00","r","3295"
"2016-09-01 00:00:00","ruby","1919"
"2016-09-01 00:00:00","swift","4838"
"2016-10-01 00:00:00","assembly","396"
"2016-10-01 00:00:00","c","3197"
"2016-10-01 00:00:00","c#","11416"
"2016-10-01 00:00:00","c++","5949"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","529"
"2016-10-01 00:00:00","java","15247"
"2016-10-01 00:00:00","javascript","20341"
"2016-10-01 00:00:00","perl","400"
"2016-10-01 00:00:00","php","12159"
"2016-10-01 00:00:00","python","13451"
"2016-10-01 00:00:00","r","3768"
"2016-10-01 00:00:00","ruby","1816"
"2016-10-01 00:00:00","swift","4716"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3249"
"2016-11-01 00:00:00","c#","11609"
"2016-11-01 00:00:00","c++","6042"
"2016-11-01 00:00:00","delphi","275"
"2016-11-01 00:00:00","go","475"
"2016-11-01 00:00:00","java","15581"
